region,Resource,technology,R_ID,Zone,STOR,SOLAR,BIOPOWER,COAL,GEOTHERMAL,WIND,GAS,LHYDRO,SHYDRO,HYDRO,NUCLEAR,NONDISP,RENEW,OTHER,Existing_Cap_MW,num_units,Cap_Size,Existing_Cap_MWh,Var_OM_Cost_per_MWh,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Min_Power,Eff_Up,Eff_Down,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time
HL,Daqing Oil Central power station Unit 1,cogen_conventional_steam_coal,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Daqing Oil Central power station Unit 2,cogen_conventional_steam_coal,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Daqing Ethylene Plant power station Unit 1,cogen_conventional_steam_coal,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,1,40,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Daqing Ethylene Plant power station Unit 2,cogen_conventional_steam_coal,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,1,40,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Daqing Ethylene Plant power station Unit 3,cogen_conventional_steam_coal,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,1,40,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Daqing Ethylene Plant power station Unit 4,cogen_conventional_steam_coal,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,1,40,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Daqing Ethylene Plant power station Unit 5,cogen_conventional_steam_coal,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,1,40,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Daqing Ethylene Plant power station Unit 6,cogen_conventional_steam_coal,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,1,40,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Daqing Ethylene Plant power station Unit 7,cogen_conventional_steam_coal,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,1,40,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Daqing Ethylene Plant power station Unit 8,cogen_conventional_steam_coal,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,1,40,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huadian Harbin-3 power station Unit 1,cogen_conventional_steam_coal,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,220,1,220,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huadian Harbin-3 power station Unit 2,cogen_conventional_steam_coal,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,220,1,220,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huadian Fulaerji-2 power station Unit 1,cogen_conventional_steam_coal,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huadian Fulaerji-2 power station Unit 2,cogen_conventional_steam_coal,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huadian Fulaerji-2 power station Unit 3,cogen_conventional_steam_coal,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huadian Fulaerji-2 power station Unit 4,cogen_conventional_steam_coal,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huadian Fulaerji-2 power station Unit 5,cogen_conventional_steam_coal,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huadian Fulaerji-2 power station Unit 6,cogen_conventional_steam_coal,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Mudanjiang-2 power station No 6,cogen_conventional_steam_coal,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,215,1,215,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huaneng Xinhua Daqing power station Unit 5,cogen_conventional_steam_coal,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Heilongjiang Hegang Mining power station Unit 1,cogen_conventional_steam_coal,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Heilongjiang Hegang Mining power station Unit 2,cogen_conventional_steam_coal,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,12.618,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Daqing Oil Hongwei power station Unit 1,cogen_conventional_steam_coal,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,12.183,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Daqing Oil Hongwei power station Unit 2,cogen_conventional_steam_coal,24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,12.183,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Daqing Oil Central power station Unit 3,cogen_conventional_steam_coal,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,12.183,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Mudanjiang-2 power station No 7,cogen_conventional_steam_coal,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,12.183,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Bei'an power station Unit 1,cogen_conventional_steam_coal,27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,12.183,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Bei'an power station Unit 2,cogen_conventional_steam_coal,28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,12.183,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Mudanjiang Cogen power station Unit 5,cogen_conventional_steam_coal,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,80,1,80,0,1.78,117,13.7,12.047,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Daqing Oil Hongwei power station Unit 3,cogen_conventional_steam_coal,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,1,100,0,1.78,117,13.7,11.313,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Datang Qitaihe power station Unit 1,cogen_conventional_steam_coal,31,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,11.313,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Datang Qitaihe power station Unit 2,cogen_conventional_steam_coal,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,11.313,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Datang Shuangyashan power station Unit 1,cogen_conventional_steam_coal,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,11.313,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Datang Shuangyashan power station Unit 2,cogen_conventional_steam_coal,34,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,200,1,200,0,1.78,117,13.7,11.313,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Jixi power station Unit 9,cogen_conventional_steam_coal,35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,125,1,125,0,1.78,117,13.7,11.313,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Jixi power station Unit 10,cogen_conventional_steam_coal,36,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,125,1,125,0,1.78,117,13.7,11.313,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Heilongjiang Hegang Mining power station Unit 3,cogen_conventional_steam_coal,37,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,11.313,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Heilongjiang Hegang Mining power station Unit 4,cogen_conventional_steam_coal,38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,11.313,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Jiamusi Zhongheng Cogen power station Unit 1,cogen_conventional_steam_coal,39,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75,1,75,0,1.78,117,13.7,11.187,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Jiamusi-2 power station Unit 4,cogen_conventional_steam_coal,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Jiamusi-2 power station Unit 5,cogen_conventional_steam_coal,41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huadian Harbin-1 power station Unit 7,cogen_conventional_steam_coal,42,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huadian Harbin-1 power station Unit 8,cogen_conventional_steam_coal,43,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huadian Harbin-3 power station Unit 3,cogen_conventional_steam_coal,44,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huadian Harbin-3 power station Unit 4,cogen_conventional_steam_coal,45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Mudanjiang-2 power station No 8,cogen_conventional_steam_coal,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Mudanjiang-2 power station No 9,cogen_conventional_steam_coal,47,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Heilongjiang Qiqihar power station Unit 1,cogen_conventional_steam_coal,48,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Heilongjiang Qiqihar power station Unit 2,cogen_conventional_steam_coal,49,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huaneng Xinhua Daqing power station Unit 6,cogen_conventional_steam_coal,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,330,1,330,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Datang Harbin power station Phase 1 Unit 1,cogen_conventional_steam_coal,51,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Datang Harbin power station Phase 1 Unit 2,cogen_conventional_steam_coal,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Jixi power station Unit 11,cogen_conventional_steam_coal,53,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Jixi power station Unit 12,cogen_conventional_steam_coal,54,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Wuchang Cogen power station Unit 1,cogen_conventional_steam_coal,55,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Linkou Cogen power station Unit 1,cogen_conventional_steam_coal,56,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Anda Cogen power station Unit 1,cogen_conventional_steam_coal,57,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Anda Cogen power station Unit 2,cogen_conventional_steam_coal,58,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,10.442,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Yipin Captive power station Unit 1,cogen_conventional_steam_coal,59,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,1,35,0,1.78,117,13.7,10.326,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Yipin Captive power station Unit 2,cogen_conventional_steam_coal,60,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,1,35,0,1.78,117,13.7,10.326,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Yipin Captive power station Unit 3,cogen_conventional_steam_coal,61,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,1,35,0,1.78,117,13.7,10.326,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Jiamusi Zhongheng Cogen power station Unit 3,cogen_conventional_steam_coal,62,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,10.326,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Jiagedaqi Cogen power station Unit 1,cogen_conventional_steam_coal,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135,1,135,0,1.78,117,13.7,10.326,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Jiagedaqi Cogen power station Unit 2,cogen_conventional_steam_coal,64,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135,1,135,0,1.78,117,13.7,10.326,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Daqing Hegong Linyuan power station Unit 1,cogen_conventional_steam_coal,65,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,10.326,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Daqing Hegong Linyuan power station Unit 2,cogen_conventional_steam_coal,66,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,50,0,1.78,117,13.7,10.326,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Tieli Yuxiang Cogen power station Unit X,cogen_conventional_steam_coal,67,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,56,1,56,0,1.78,117,13.7,10.326,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Daqing Oil Central power station Unit 4,cogen_conventional_steam_coal,68,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,0,1.78,117,13.7,9.572,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huadian Harbin-1 power station Unit 9,cogen_conventional_steam_coal,69,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.572,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Datang Qitaihe power station Unit 3,cogen_conventional_steam_coal,70,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.572,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Datang Qitaihe power station Unit 4,cogen_conventional_steam_coal,71,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.572,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huadian Fulaerji power station Phase 1 Unit 10,cogen_conventional_steam_coal,72,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.25,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huaneng Yichun power station Unit 1,cogen_conventional_steam_coal,73,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.25,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huaneng Yichun power station Unit 2,cogen_conventional_steam_coal,74,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.25,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huaneng Daqing power station Unit 1,cogen_conventional_steam_coal,75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.25,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Huaneng Daqing power station Unit 2,cogen_conventional_steam_coal,76,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.25,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Guodian Pingnan power station Unit 1,cogen_conventional_steam_coal,77,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.25,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Guodian Pingnan power station Unit 2,cogen_conventional_steam_coal,78,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.25,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Datang Suihua power station Unit 1,cogen_conventional_steam_coal,79,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.25,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,Datang Suihua power station Unit 2,cogen_conventional_steam_coal,80,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,350,1,350,0,1.78,117,13.7,9.25,HL_Coal,0.6425,1,1,0.6,0.6,8,8
HL,HL_conventional_hydroelectric,conventional_hydroelectric,81,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1090,1,1090,1090,0,0,0,0,None,0,1,1,1,1,0,0
HL,Huaneng Hegang power station Unit 1,conventional_steam_coal,82,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,330,1.78,117,13.7,11.313,HL_Coal,0.3875,1,1,0.6,0.6,8,8
HL,Huaneng Hegang power station Unit 2,conventional_steam_coal,83,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,1,300,5520,1.78,117,13.7,11.313,HL_Coal,0.3875,1,1,0.6,0.6,8,8
HL,Huaneng Hegang power station Unit 3,conventional_steam_coal,84,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,2880,1.78,117,13.7,9.25,HL_Coal,0.3875,1,1,0.6,0.6,8,8
HL,Shuangyashan power station Phase 2 Unit 1,conventional_steam_coal,85,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.25,HL_Coal,0.3875,1,1,0.6,0.6,8,8
HL,Shuangyashan power station Phase 2 Unit 2,conventional_steam_coal,86,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,9.25,HL_Coal,0.3875,1,1,0.6,0.6,8,8
HL,Shenhua Baoqing power station Unit 1,conventional_steam_coal,87,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,8.409,HL_Coal,0.3875,1,1,0.6,0.6,8,8
HL,Shenhua Baoqing power station Unit 2,conventional_steam_coal,88,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,600,1,600,0,1.78,117,13.7,8.409,HL_Coal,0.3875,1,1,0.6,0.6,8,8
HL,HL_hydroelectric_pumped_storage,hydroelectric_pumped_storage,89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,None,0,0.8,0.8,1,1,0,0
HL,HL_GAS_1,natural_gas_fired_combined_cycle,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,1,80,0,3.75,87,2,7.6,HL_Gas,0.2,1,1,1,1,2,2
HL,HL_GAS_2,natural_gas_fired_combined_cycle,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65,1,65,0,3.75,87,2,7.6,HL_Gas,0.2,1,1,1,1,2,2
HL,HL_onshore_wind_turbine,onshore_wind_turbine,92,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,8350,1,8350,0,0,0,0,0,None,0,1,1,1,1,0,0
HL,HL_solar_photovoltaic,solar_photovoltaic,93,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4200,1,4200,0,0,0,0,0,None,0,1,1,1,1,0,0
